areaCode,areaName,areaType,date,newCasesBySpecimenDate,newDeaths28DaysByDeathDate,newPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate
E12000001,North East,region,27/11/2021,791,3,519,1017
E12000001,North East,region,26/11/2021,1308,5,683,1008
E12000001,North East,region,25/11/2021,1499,4,865,983
E12000001,North East,region,24/11/2021,1643,5,703,862
E12000001,North East,region,23/11/2021,1697,6,745,704
E12000001,North East,region,22/11/2021,1861,9,906,582
E12000001,North East,region,21/11/2021,1283,4,525,526
E12000001,North East,region,20/11/2021,1217,11,682,850
E12000001,North East,region,19/11/2021,1422,7,1102,761
E12000001,North East,region,18/11/2021,1597,6,1127,672
E12000001,North East,region,17/11/2021,1773,3,1050,769
E12000001,North East,region,16/11/2021,1632,5,888,695
E12000001,North East,region,15/11/2021,1749,5,1379,558
E12000001,North East,region,14/11/2021,1251,4,889,571
E12000001,North East,region,13/11/2021,1218,7,1212,824
E12000001,North East,region,12/11/2021,1440,10,1280,764
E12000001,North East,region,11/11/2021,1540,15,1569,912
E12000001,North East,region,10/11/2021,1666,8,1156,782
E12000001,North East,region,09/11/2021,1649,10,1563,664
E12000001,North East,region,08/11/2021,1839,9,1429,601
E12000001,North East,region,07/11/2021,1311,8,1120,525
E12000001,North East,region,06/11/2021,1182,8,1713,1025
E12000001,North East,region,05/11/2021,1326,12,1765,814
E12000001,North East,region,04/11/2021,1434,7,1694,754
E12000001,North East,region,03/11/2021,1644,9,1976,747
E12000001,North East,region,02/11/2021,1767,11,2416,587
E12000001,North East,region,01/11/2021,2197,7,1905,634
E12000001,North East,region,31/10/2021,1756,15,1261,551
E12000001,North East,region,30/10/2021,1539,8,1270,894
E12000001,North East,region,29/10/2021,1988,6,1549,700
E12000001,North East,region,28/10/2021,1993,9,1927,832
E12000001,North East,region,27/10/2021,2053,7,1608,740
E12000001,North East,region,26/10/2021,2019,7,1582,793
E12000001,North East,region,25/10/2021,2158,5,1270,682
E12000001,North East,region,24/10/2021,1640,11,416,799
E12000001,North East,region,23/10/2021,1444,6,717,1338
E12000001,North East,region,22/10/2021,1780,8,1605,1011
E12000001,North East,region,21/10/2021,1885,11,1604,899
E12000001,North East,region,20/10/2021,2254,5,1985,1082
E12000001,North East,region,19/10/2021,2174,13,1621,907
E12000001,North East,region,18/10/2021,2491,4,1392,858
E12000001,North East,region,17/10/2021,1752,7,321,791
E12000001,North East,region,16/10/2021,1471,5,541,1381
E12000001,North East,region,15/10/2021,1651,7,1345,1029
E12000001,North East,region,14/10/2021,1786,9,1647,1137
E12000001,North East,region,13/10/2021,1946,7,1543,1125
E12000001,North East,region,12/10/2021,1965,7,1622,988
E12000001,North East,region,11/10/2021,2204,7,1031,842
E12000001,North East,region,10/10/2021,1609,4,431,921
E12000001,North East,region,09/10/2021,1262,7,545,1189
E12000001,North East,region,08/10/2021,1504,10,1911,1203
E12000001,North East,region,07/10/2021,1534,6,1705,1375
E12000001,North East,region,06/10/2021,1564,3,2218,1398
E12000001,North East,region,05/10/2021,1612,7,1753,1120
E12000001,North East,region,04/10/2021,1804,4,1541,1001
E12000001,North East,region,03/10/2021,1249,7,368,965
E12000001,North East,region,02/10/2021,972,8,591,1552
E12000001,North East,region,01/10/2021,1129,6,1229,1294
E12000001,North East,region,30/09/2021,1191,8,1943,1637
E12000001,North East,region,29/09/2021,1288,9,1686,1359
E12000001,North East,region,28/09/2021,1361,6,1320,1096
E12000001,North East,region,27/09/2021,1556,6,893,851
E12000001,North East,region,26/09/2021,1250,10,358,1186
E12000001,North East,region,25/09/2021,1176,6,654,1753
E12000001,North East,region,24/09/2021,1283,5,1382,1721
E12000001,North East,region,23/09/2021,1507,9,598,2203
E12000001,North East,region,22/09/2021,1460,14,846,2343
E12000001,North East,region,21/09/2021,1701,5,479,1443
E12000001,North East,region,20/09/2021,1704,14,452,1513
E12000001,North East,region,19/09/2021,1308,8,488,2070
E12000001,North East,region,18/09/2021,1075,6,802,3423
E12000001,North East,region,17/09/2021,1213,9,664,3227
E12000001,North East,region,16/09/2021,1330,12,887,3086
E12000001,North East,region,15/09/2021,1347,14,970,2864
E12000001,North East,region,14/09/2021,1229,13,529,2637
E12000001,North East,region,13/09/2021,1437,5,412,2409
E12000001,North East,region,12/09/2021,1055,5,690,3159
E12000001,North East,region,11/09/2021,1067,7,822,4152
E12000001,North East,region,10/09/2021,1316,10,914,4043
E12000001,North East,region,09/09/2021,1535,7,979,4956
E12000001,North East,region,08/09/2021,1623,1,800,3722
E12000001,North East,region,07/09/2021,1746,10,700,3004
E12000001,North East,region,06/09/2021,1909,6,554,2753
E12000001,North East,region,05/09/2021,1355,4,742,3716
E12000001,North East,region,04/09/2021,1329,5,1234,4887
E12000001,North East,region,03/09/2021,1548,9,1184,5227
E12000001,North East,region,02/09/2021,1593,7,1359,5703
E12000001,North East,region,01/09/2021,1669,2,1322,5013
E12000001,North East,region,31/08/2021,1725,8,985,4541
E12000001,North East,region,30/08/2021,1345,6,565,2624
E12000001,North East,region,29/08/2021,987,2,1131,3671
E12000001,North East,region,28/08/2021,1003,10,1561,4566
E12000001,North East,region,27/08/2021,1194,7,1430,5246
E12000001,North East,region,26/08/2021,1333,2,2175,5665
E12000001,North East,region,25/08/2021,1411,9,2476,6685
E12000001,North East,region,24/08/2021,1418,8,1657,5158
E12000001,North East,region,23/08/2021,1436,6,1039,4348
E12000001,North East,region,22/08/2021,1093,6,1534,5065
E12000001,North East,region,21/08/2021,1025,6,2021,7467
E12000001,North East,region,20/08/2021,1142,10,1818,5594
E12000001,North East,region,19/08/2021,1253,8,1774,5942
E12000001,North East,region,18/08/2021,1283,6,2213,6752
E12000001,North East,region,17/08/2021,1256,10,1680,5030
E12000001,North East,region,16/08/2021,1335,4,955,4452
E12000001,North East,region,15/08/2021,898,4,1739,5440
E12000001,North East,region,14/08/2021,945,5,1832,7105
E12000001,North East,region,13/08/2021,1084,3,1736,7309
E12000001,North East,region,12/08/2021,1111,5,1789,7334
E12000001,North East,region,11/08/2021,1194,3,2814,6121
E12000001,North East,region,10/08/2021,1164,6,1380,4451
E12000001,North East,region,09/08/2021,1254,9,809,3350
E12000001,North East,region,08/08/2021,896,4,1093,5239
E12000001,North East,region,07/08/2021,904,6,1881,7676
E12000001,North East,region,06/08/2021,1071,8,1114,6066
E12000001,North East,region,05/08/2021,1276,9,1317,7297
E12000001,North East,region,04/08/2021,1342,10,1322,5929
E12000001,North East,region,03/08/2021,1236,13,1068,4463
E12000001,North East,region,02/08/2021,1216,10,786,3042
E12000001,North East,region,01/08/2021,903,9,841,4085
E12000001,North East,region,31/07/2021,892,10,1477,7931
E12000001,North East,region,30/07/2021,1176,7,1241,5739
E12000001,North East,region,29/07/2021,1274,8,1809,6665
E12000001,North East,region,28/07/2021,1443,6,1602,7019
E12000001,North East,region,27/07/2021,1530,2,1149,3948
E12000001,North East,region,26/07/2021,1720,10,1021,3063
E12000001,North East,region,25/07/2021,1266,5,1161,4444
E12000001,North East,region,24/07/2021,1370,12,2409,6559
E12000001,North East,region,23/07/2021,1639,4,1837,5849
E12000001,North East,region,22/07/2021,1899,7,2081,6989
E12000001,North East,region,21/07/2021,2152,8,2012,6248
E12000001,North East,region,20/07/2021,2607,5,1582,4115
E12000001,North East,region,19/07/2021,3465,13,1561,3341
E12000001,North East,region,18/07/2021,2474,1,2047,5417
E12000001,North East,region,17/07/2021,2679,3,3298,6629
E12000001,North East,region,16/07/2021,3953,5,2686,6759
E12000001,North East,region,15/07/2021,4636,4,3186,7195
E12000001,North East,region,14/07/2021,4330,4,2389,5356
E12000001,North East,region,13/07/2021,4173,5,1900,4513
E12000001,North East,region,12/07/2021,4058,2,1660,3141
E12000001,North East,region,11/07/2021,2931,4,1751,4971
E12000001,North East,region,10/07/2021,2883,2,3566,8739
E12000001,North East,region,09/07/2021,3142,7,3194,7752
E12000001,North East,region,08/07/2021,3268,3,4270,6608
E12000001,North East,region,07/07/2021,3793,2,4312,6123
E12000001,North East,region,06/07/2021,3591,3,3406,4073
E12000001,North East,region,05/07/2021,3466,1,3169,3362
E12000001,North East,region,04/07/2021,2471,0,4995,4626
E12000001,North East,region,03/07/2021,2303,4,5820,6350
E12000001,North East,region,02/07/2021,2334,0,5723,6521
E12000001,North East,region,01/07/2021,2611,4,7638,7110
E12000001,North East,region,30/06/2021,2552,0,6524,5961
E12000001,North East,region,29/06/2021,2441,1,6542,5175
E12000001,North East,region,28/06/2021,2339,0,4509,4149
E12000001,North East,region,27/06/2021,1636,1,6121,5628
E12000001,North East,region,26/06/2021,1371,0,7497,7600
E12000001,North East,region,25/06/2021,1547,1,6944,8667
E12000001,North East,region,24/06/2021,1400,1,9628,6404
E12000001,North East,region,23/06/2021,1358,0,7305,7419
E12000001,North East,region,22/06/2021,1205,1,5993,6917
E12000001,North East,region,21/06/2021,1103,1,4780,3904
E12000001,North East,region,20/06/2021,691,0,6825,5397
E12000001,North East,region,19/06/2021,633,0,9593,11041
E12000001,North East,region,18/06/2021,731,0,9517,9503
E12000001,North East,region,17/06/2021,769,0,11445,8360
E12000001,North East,region,16/06/2021,664,0,7257,7538
E12000001,North East,region,15/06/2021,668,0,5782,8634
E12000001,North East,region,14/06/2021,678,0,4101,7138
E12000001,North East,region,13/06/2021,423,0,4647,11234
E12000001,North East,region,12/06/2021,374,0,8934,13123
E12000001,North East,region,11/06/2021,407,0,7137,12374
E12000001,North East,region,10/06/2021,401,1,9028,14439
E12000001,North East,region,09/06/2021,375,0,6271,11258
E12000001,North East,region,08/06/2021,318,0,2709,13408
E12000001,North East,region,07/06/2021,301,0,3048,8944
E12000001,North East,region,06/06/2021,219,0,3319,13011
E12000001,North East,region,05/06/2021,156,0,6831,26939
E12000001,North East,region,04/06/2021,192,0,5592,18647
E12000001,North East,region,03/06/2021,220,0,6734,14402
E12000001,North East,region,02/06/2021,158,1,5988,11594
E12000001,North East,region,01/06/2021,136,0,3023,12250
E12000001,North East,region,31/05/2021,96,1,2019,5203
E12000001,North East,region,30/05/2021,84,0,3589,14589
E12000001,North East,region,29/05/2021,99,0,6863,22208
E12000001,North East,region,28/05/2021,103,0,7903,20896
E12000001,North East,region,27/05/2021,92,0,10794,16286
E12000001,North East,region,26/05/2021,96,0,10940,17248
E12000001,North East,region,25/05/2021,98,0,5112,15376
E12000001,North East,region,24/05/2021,83,0,2696,9361
E12000001,North East,region,23/05/2021,84,0,3782,14800
E12000001,North East,region,22/05/2021,54,0,6501,26656
E12000001,North East,region,21/05/2021,66,0,7848,18272
E12000001,North East,region,20/05/2021,67,0,9916,18235
E12000001,North East,region,19/05/2021,79,0,7397,14583
E12000001,North East,region,18/05/2021,93,0,4370,11082
E12000001,North East,region,17/05/2021,102,2,3166,7688
E12000001,North East,region,16/05/2021,76,0,5855,4045
E12000001,North East,region,15/05/2021,50,0,9820,13691
E12000001,North East,region,14/05/2021,66,0,9414,11834
E12000001,North East,region,13/05/2021,79,1,9741,18814
E12000001,North East,region,12/05/2021,79,2,8923,24073
E12000001,North East,region,11/05/2021,100,1,4118,12441
E12000001,North East,region,10/05/2021,68,0,2767,8065
E12000001,North East,region,09/05/2021,100,1,3954,10899
E12000001,North East,region,08/05/2021,71,0,6137,19803
E12000001,North East,region,07/05/2021,77,0,4683,22350
E12000001,North East,region,06/05/2021,91,0,3451,25065
E12000001,North East,region,05/05/2021,95,0,3976,18678
E12000001,North East,region,04/05/2021,119,1,4474,8192
E12000001,North East,region,03/05/2021,68,0,1484,2539
E12000001,North East,region,02/05/2021,58,0,5751,5885
E12000001,North East,region,01/05/2021,57,0,5904,16502
E12000001,North East,region,30/04/2021,71,0,4674,16334
E12000001,North East,region,29/04/2021,77,0,4982,19404
E12000001,North East,region,28/04/2021,85,1,3386,19281
E12000001,North East,region,27/04/2021,107,0,3244,12244
E12000001,North East,region,26/04/2021,112,2,3358,8347
E12000001,North East,region,25/04/2021,91,0,3740,11514
E12000001,North East,region,24/04/2021,59,0,8794,23115
E12000001,North East,region,23/04/2021,78,0,8946,17817
E12000001,North East,region,22/04/2021,61,1,5509,16314
E12000001,North East,region,21/04/2021,111,0,4643,17123
E12000001,North East,region,20/04/2021,84,0,4959,11248
E12000001,North East,region,19/04/2021,103,0,4322,6922
E12000001,North East,region,18/04/2021,95,0,3908,6866
E12000001,North East,region,17/04/2021,65,1,5008,17179
E12000001,North East,region,16/04/2021,95,0,5338,18176
E12000001,North East,region,15/04/2021,79,1,6375,14506
E12000001,North East,region,14/04/2021,98,2,4404,14105
E12000001,North East,region,13/04/2021,66,0,2701,8098
E12000001,North East,region,12/04/2021,92,0,2200,7896
E12000001,North East,region,11/04/2021,114,0,4184,8027
E12000001,North East,region,10/04/2021,82,0,4841,22457
E12000001,North East,region,09/04/2021,98,1,6536,18735
E12000001,North East,region,08/04/2021,107,2,4710,16268
E12000001,North East,region,07/04/2021,126,1,6031,13711
E12000001,North East,region,06/04/2021,144,3,4301,5599
E12000001,North East,region,05/04/2021,133,1,2696,1609
E12000001,North East,region,04/04/2021,104,0,3687,2119
E12000001,North East,region,03/04/2021,106,3,8223,8737
E12000001,North East,region,02/04/2021,102,1,4283,8721
E12000001,North East,region,01/04/2021,164,1,7118,21129
E12000001,North East,region,31/03/2021,231,2,8508,15671
E12000001,North East,region,30/03/2021,186,2,9841,11271
E12000001,North East,region,29/03/2021,232,1,8552,8516
E12000001,North East,region,28/03/2021,274,0,11878,6548
E12000001,North East,region,27/03/2021,216,3,20096,13468
E12000001,North East,region,26/03/2021,205,1,16094,9335
E12000001,North East,region,25/03/2021,236,1,17909,11419
E12000001,North East,region,24/03/2021,160,1,15402,9268
E12000001,North East,region,23/03/2021,167,4,15866,7531
E12000001,North East,region,22/03/2021,335,1,11449,4539
E12000001,North East,region,21/03/2021,299,2,13517,2274
E12000001,North East,region,20/03/2021,219,4,35834,6397
E12000001,North East,region,19/03/2021,256,0,26169,7998
E12000001,North East,region,18/03/2021,271,2,24175,7955
E12000001,North East,region,17/03/2021,315,5,19770,7118
E12000001,North East,region,16/03/2021,310,2,17877,5385
E12000001,North East,region,15/03/2021,327,1,15101,2044
E12000001,North East,region,14/03/2021,212,1,15326,363
E12000001,North East,region,13/03/2021,269,7,17756,1495
E12000001,North East,region,12/03/2021,296,8,13496,3583
E12000001,North East,region,11/03/2021,311,3,5258,3970
E12000001,North East,region,10/03/2021,331,5,6845,6535
E12000001,North East,region,09/03/2021,381,5,7132,2553
E12000001,North East,region,08/03/2021,347,7,6983,711
E12000001,North East,region,07/03/2021,220,6,7301,148
E12000001,North East,region,06/03/2021,249,7,14114,415
E12000001,North East,region,05/03/2021,285,10,20174,1288
E12000001,North East,region,04/03/2021,308,4,18596,1545
E12000001,North East,region,03/03/2021,349,8,8035,1910
E12000001,North East,region,02/03/2021,333,7,3274,1798
E12000001,North East,region,01/03/2021,407,10,4605,1164
E12000001,North East,region,28/02/2021,261,8,4505,1336
E12000001,North East,region,27/02/2021,290,9,11725,1768
E12000001,North East,region,26/02/2021,380,11,18847,516
E12000001,North East,region,25/02/2021,469,10,20089,355
E12000001,North East,region,24/02/2021,444,17,18910,204
E12000001,North East,region,23/02/2021,402,11,14082,121
E12000001,North East,region,22/02/2021,566,7,4453,18
E12000001,North East,region,21/02/2021,417,13,5433,18
E12000001,North East,region,20/02/2021,356,14,15670,71
E12000001,North East,region,19/02/2021,471,21,16836,111
E12000001,North East,region,18/02/2021,597,17,17778,201
E12000001,North East,region,17/02/2021,608,15,22256,150
E12000001,North East,region,16/02/2021,733,18,15750,96
E12000001,North East,region,15/02/2021,746,26,10202,112
E12000001,North East,region,14/02/2021,490,25,7853,14
E12000001,North East,region,13/02/2021,510,20,23340,70
E12000001,North East,region,12/02/2021,583,18,19384,94
E12000001,North East,region,11/02/2021,681,15,19606,140
E12000001,North East,region,10/02/2021,715,22,20236,116
E12000001,North East,region,09/02/2021,704,23,14337,163
